id	filename	md5	size	state
3bdecc3c-3ba2-4f88-ab00-f5f4c27cecb6	7e5d43f8-7d0d-4918-8487-1751699541de.mirbase21.mirnas.quantification.txt	1b307121084e47c1f46f856828aaf461	50087	released
057f28a0-7eab-40ae-b718-9ef2883790a6	4bdeb661-587e-47fc-9794-8633dd5dfadb.mirbase21.mirnas.quantification.txt	b464e4ecf00b97da4f1dde2f5e654255	50194	released
a74d152d-428b-4688-843e-d03263d887d0	8af0e52f-b09c-4110-ab82-b769d19fed7d.mirbase21.mirnas.quantification.txt	132230cecbb41ba542855e47afdc71db	50029	released
4b9f9dcc-f9cc-4323-947e-5c6dc0eb3a52	331c1e3e-2e99-4aed-9ede-7815b0c524a1.mirbase21.mirnas.quantification.txt	b3ab1f3a8b1425eb5aa5208dae7f1d54	50075	released
780e5ab1-5a1d-40ba-8683-8196836c9e65	85a57c66-6a6f-41bb-b1f1-614d57b7d6f7.mirbase21.mirnas.quantification.txt	9d87ba912e73a465c011439941b4cb59	50083	released
71b4b09c-3dc1-4d07-a81e-dd4a7b1410fe	a9969082-db5d-4edd-af86-bb86b175284c.mirbase21.mirnas.quantification.txt	efaa03e095713e0dd871fff973758b19	50169	released
2b4d06c8-f89b-44d7-b3cf-36b59da2429e	f23e2aec-b5bd-4c3c-8690-3ca6433ee4a0.mirbase21.mirnas.quantification.txt	1764e0c728771643225f1d394f8929a4	50243	released
29388e3e-0012-4ebc-8b03-0845c5d509f1	52807296-de53-40d9-8248-d381e80a6a90.mirbase21.mirnas.quantification.txt	11b586d19e7fb7b302663f01b70c1057	50163	released
375bbc49-1173-4b8b-9827-812c12893ad9	895726e2-de87-403d-be1f-0a0617e650d7.mirbase21.mirnas.quantification.txt	1f8a5f53c9e135f236a55b3fb80a4a78	50091	released
4b4ecd62-9542-4ebf-a209-7ac456ccacf8	f07fed48-2762-4694-850b-896e4bd59c67.mirbase21.mirnas.quantification.txt	b699de58f7be05ee28f79fd0f4f06a52	50130	released
e096c99c-65da-4189-8a36-bab932c9f094	14533648-15b3-449c-bca1-93da6964df67.mirbase21.mirnas.quantification.txt	8cb6580a61af3101991adddceb99134e	50453	released
14f47381-772e-4c48-9c86-fd07ab4e5406	ab9f4a15-ee9a-470f-a030-bf868f66b05a.mirbase21.mirnas.quantification.txt	e819f8cdd72532af19919bbba96437bd	50116	released
b53912b5-f401-44e3-b620-df1cb3b73e59	5cf0ff95-60be-4894-8eef-5f0ec17da1e8.mirbase21.mirnas.quantification.txt	86cf1fd75c1ca5db81d23cc0eacf8989	50204	released
af8bc15e-e576-49f7-9c50-4c3abb6ca911	eea2614d-95aa-4336-91f6-28b77fef5790.mirbase21.mirnas.quantification.txt	e02a25fd9968bd139ef07a5e99b77269	50136	released
eed560f5-fa7d-40b5-b45a-721b7631040d	71c61f4b-a1c8-42b8-9103-312d26d1eb95.mirbase21.mirnas.quantification.txt	cea6625bb08c8dd31a6468c43ce59c6f	50119	released
37d2d92f-7354-4563-a8a4-ef8f86457eeb	0fd00ec0-7307-4574-bd47-3e5f0c2cf43f.mirbase21.mirnas.quantification.txt	bee5a2135ae3f9d8dda93ad9428fca04	50050	released
a697a67d-a8b0-4a73-b06c-3f01d2075691	e853e00e-94b9-460e-83e8-09f4c602aef5.mirbase21.mirnas.quantification.txt	7e3898ff3394093339193f6beb7b2f63	50284	released
ae5b592c-70db-48d7-82ee-78971c1031af	29095585-9a41-4fea-9586-a0f5cb9d670b.mirbase21.mirnas.quantification.txt	270a34cfcdd71f864c663f266ed852c5	50177	released
d5fcc7c7-e3a7-4dd3-8c0e-512371adf47e	f4c31621-9290-42f5-9aba-c5a0ab8de882.mirbase21.mirnas.quantification.txt	93a7c03138b675d178661b73d5f1aa0c	50066	released
a17d695c-d3a2-4c52-b866-469a5d773b0d	1ae7a9ad-b475-4f2c-91f9-575567938935.mirbase21.mirnas.quantification.txt	bdc2a411247f0b1482bd5157cf92dd78	50040	released
6adcba95-6829-4734-a70a-58469d7d1d8b	244bbd19-6f4d-4307-9cd8-ec0bf1c384f6.mirbase21.mirnas.quantification.txt	3ddde0af841c37262d7e00507047a4ae	50077	released
2660dc12-50d6-4629-9bed-0338a90b75d1	775419b4-b10f-49ba-89ac-7718cb15489d.mirbase21.mirnas.quantification.txt	701709a983763662195fe491bac9cfbb	50080	released
484e680f-8d37-4742-af5f-09b082cb7f15	eaeb2318-eab0-46c0-923a-83d9c66d43f4.mirbase21.mirnas.quantification.txt	8af4b4054c0d2d07c3bb0433fb579cc3	50145	released
2d0beb50-9430-431b-9741-249799177e7f	83d81a89-6e89-4c55-808f-6a122bfdebbe.mirbase21.mirnas.quantification.txt	eab6e4a299409fe7997ae678e21a0d61	50122	released
293299b9-f424-4bc1-9e0d-4a8700220c2b	52cd1330-b911-44b1-8025-c615a0cee96f.mirbase21.mirnas.quantification.txt	aa344c891c9b7193103c3817ed25ba8d	50145	released
a15150df-82d5-4a5c-a116-cb37dbfef39a	4c104f46-9c52-4765-96ad-9d926823327f.mirbase21.mirnas.quantification.txt	17a233184e017c05097603d28d18fa0e	50277	released
a2640414-65c9-4a48-9f32-8fc46a1c6bff	fab3910e-f702-4fe2-97b8-6e522d66a2c7.mirbase21.mirnas.quantification.txt	55701a3b5ad92cd6b570859fe07e61fe	50181	released
616ec2f5-c843-41a8-9ce1-e1aff64f218e	e87a92ad-2200-458b-9d55-d191c8f10650.mirbase21.mirnas.quantification.txt	d1f597c99f2c936103d04a26c7470715	50060	released
be29356a-3f88-4f66-bbae-c7c0f3b68f92	7128748f-2177-41f1-aa76-d39a6df5b8ff.mirbase21.mirnas.quantification.txt	16d7f8e458fc4a219f256114b055e5a9	50089	released
1088150d-6db6-4564-9b07-9aae6032e1a9	a08dbac8-3732-4c2b-b484-e6cead30c606.mirbase21.mirnas.quantification.txt	6244f70ae197e8dc4922b7ac65b26aef	50110	released
570855dc-26e4-4ed5-b63c-de435b37a0c2	fb7dbcd4-61e0-4f47-b29a-fd990234aa5c.mirbase21.mirnas.quantification.txt	f3c269dbfe97623af9701d220bde2e55	50208	released
00fa0bb1-bed7-4792-aae6-1cc0687245a4	507efd18-1085-40f2-a631-3f5ac1df6bb5.mirbase21.mirnas.quantification.txt	e944d602ad892f682f9e8ac15cff9a40	50191	released
4000c795-62fe-40ff-9174-c485c9065516	5fd9768c-c1e9-4f4c-bc1a-259925aa0aec.mirbase21.mirnas.quantification.txt	9bf3add1e3f149aed393ca3c00d5928c	50118	released
58459ba1-19a1-4a19-8519-519e0daecb38	2f2dcc43-19f5-4c89-8319-c2bae4acc995.mirbase21.mirnas.quantification.txt	914c00651abc846781a8d6c28d8afaf3	50137	released
b1967ae9-336c-4581-9a92-c9853cf62fe6	12a1bd2a-d699-40ea-9f88-80caef3d6ef7.mirbase21.mirnas.quantification.txt	8391bd8f334eed701ce5b2cbf9071805	50148	released
